page_title|card|sentence
Rat|rat|Rats will infest any area that provides shelter and easy access to sources of food and water, including under sinks, near garbage, and inside walls or cabinets.
Rat|rat|When introduced into locations where rats previously did not exist, they can wreak an enormous degree of environmental degradation
Rat|rat|Rattus rattus, the black rat, is considered to be one of the world's worst invasive species
Rat|rat|Also known as the ship rat, it has been carried worldwide as a stowaway on seagoing vessels for millennia and has usually accompanied men to any new area visited or settled by human beings by sea
Rat|rat|The similar species Rattus norvegicus, the brown rat or wharf rat, has also been carried worldwide by ships in recent centuries.The ship or wharf rat has contributed to the extinction of many species of wildlife, including birds, small mammals, reptiles, invertebrates, and plants, especially on islands
Rat|rat|True rats are omnivorous, capable of eating a wide range of plant and animal foods, and have a very high birth rate
Rat|rat|When introduced to a new area, they quickly reproduce to take advantage of the new food supply
Rat|rat|In particular, they prey on the eggs and young of forest birds, which on isolated islands often have no other predators and thus have no fear of predators
Rat|rat|Some experts believe that rats are to blame for between forty percent and sixty percent of all seabird and reptile extinctions, with ninety percent of those occurring on islands
Rat|rat|Thus man has indirectly caused the extinction of many species by accidentally introducing rats to new areas.
Rat|rat|Rats are found in nearly all areas of Earth which are inhabited by human beings
Rat|rat|The only rat-free continent is Antarctica, which is too cold for rat survival outdoors, and its lack of human habitation does not provide buildings to shelter them from the weather
Rat|rat|However, rats have been introduced to many of the islands near Antarctica, and because of their destructive effect on native flora and fauna, efforts to eradicate them are ongoing
Rat|rat|In particular, Bird Island (just off rat-infested South Georgia Island), where breeding seabirds could be badly affected if rats were introduced, is subject to special measures and regularly monitored for rat invasions.As part of island restoration, some islands' rat populations have been eradicated to protect or restore the ecology
Rat|rat|Hawadax Island, Alaska was declared rat free after 229 years and Campbell Island, New Zealand after almost 200 years
Rat|rat|Breaksea Island in New Zealand was declared rat free in 1988 after an eradication campaign based on a successful trial on the smaller Hawea Island nearby.
Rat|rat|"In January 2015, an international ""Rat Team"" set sail from the Falkland Islands for the British Overseas Territory of South Georgia and the South Sandwich Islands on board a ship carrying three helicopters and 100 tons of rat poison with the objective of ""reclaiming the island for its seabirds"""
Rat|rat|Rats have wiped out more than 90% of the seabirds on South Georgia, and the sponsors hope that once the rats are gone, it will regain its former status as home to the greatest concentration of seabirds in the world
Rat|rat|"The South Georgia Heritage Trust, which organized the mission describes it as ""five times larger than any other rodent eradication attempted worldwide"""
Rat|rat|That would be true if it were not for the rat control program in Alberta (see below).
Rat|rat|The Canadian province of Alberta is notable for being the largest inhabited area on Earth which is free of true rats due to very aggressive government rat control policies
Rat|rat|It has large numbers of native pack rats, also called bushy-tailed wood rats, but they are forest-dwelling vegetarians which are much less destructive than true rats.Alberta was settled relatively late in North American history and only became a province in 1905
Rat|rat|Black rats cannot survive in its climate at all, and brown rats must live near people and in their structures to survive the winters
Rat|rat|There are numerous predators in Canada's vast natural areas which will eat non-native rats, so it took until 1950 for invading rats to make their way over land from Eastern Canada
Rat|rat|Immediately upon their arrival at the eastern border with Saskatchewan, the Alberta government implemented an extremely aggressive rat control program to stop them from advancing further
Rat|rat|A systematic detection and eradication system was used throughout a control zone about 600 kilometres (400 mi) long and 30 kilometres (20 mi) wide along the eastern border to eliminate rat infestations before the rats could spread further into the province
Rat|rat|Shotguns, bulldozers, high explosives, poison gas, and incendiaries were used to destroy rats
Rat|rat|Numerous farm buildings were destroyed in the process
Rat|rat|Initially, tons of arsenic trioxide were spread around thousands of farm yards to poison rats, but soon after the program commenced the rodenticide and medical drug warfarin was introduced, which is much safer for people and more effective at killing rats than arsenic.Forceful government control measures, strong public support and enthusiastic citizen participation continue to keep rat infestations to a minimum
Rat|rat|The effectiveness has been aided by a similar but newer program in Saskatchewan which prevents rats from even reaching the Alberta border
Rat|rat|Alberta still employs an armed rat patrol to control rats along Alberta's borders
Rat|rat|About ten single rats are found and killed per year, and occasionally a large localized infestation has to be dug out with heavy machinery, but the number of permanent rat infestations is zero.
Rat|rat|The rat (sometimes referred to as a mouse) is the first of the twelve animals of the Chinese zodiac
Rat|rat|People born in this year are expected to possess qualities associated with rats, including creativity, intelligence, honesty, generosity, ambition, a quick temper and wastefulness
Rat|rat|"People born in a year of the rat are said to get along well with ""monkeys"" and ""dragons"", and to get along poorly with ""horses""."
Rat|rat|In Indian tradition, rats are seen as the vehicle of Ganesha, and a rat's statue is always found in a temple of Ganesh
Rat|rat|In the northwestern Indian city of Deshnoke, the rats at the Karni Mata Temple are held to be destined for reincarnation as Sadhus (Hindu holy men)
Rat|rat|The attending priests feed milk and grain to the rats, of which the pilgrims also partake.
Rat|rat|European associations with the rat are generally negative
Rat|rat|"For instance, ""Rats!"" is used as a substitute for various vulgar interjections in the English language"
Rat|rat|These associations do not draw, per se, from any biological or behavioral trait of the rat, but possibly from the association of rats (and fleas) with the 14th-century medieval plague called the Black Death
Rat|rat|Rats are seen as vicious, unclean, parasitic animals that steal food and spread disease
Rat|rat|However, some people in European cultures keep rats as pets and conversely find them to be tame, clean, intelligent, and playful.
Rat|rat|Rats are often used in scientific experiments; animal rights activists allege the treatment of rats in this context is cruel
Rat|rat|"The term ""lab rat"" is used, typically in a self-effacing manner, to describe a person whose job function requires them to spend a majority of their work time engaged in bench-level research (such as postgraduate students in the sciences)."
Rat|rat|Rats are frequently blamed for damaging food supplies and other goods, or spreading disease
Rat|rat|Their reputation has carried into common parlance
Rat|rat|"in the English language, ""rat"" is often an insult or is generally used to signify an unscrupulous character; it is also used, as a synonym for the term nark, to mean an individual who works as a police informant or who has turned state's evidence"
Rat|rat|"Writer/director Preston Sturges created the humorous alias ""Ratskywatsky"" for a soldier who seduced, impregnated, and abandoned the heroine of his 1944 film, The Miracle of Morgan's Creek"
Rat|rat|"It is a term (noun and verb) in criminal slang for an informant – ""to rat on someone"" is to betray them by informing the authorities of a crime or misdeed they committed"
Rat|rat|"Describing a person as ""rat-like"" usually implies he or she is unattractive and suspicious."
Rat|rat|Depictions of rats in fiction are historically inaccurate and negative
Rat|rat|The most common falsehood is the squeaking almost always heard in otherwise realistic portrayals (i.e
Rat|rat|nonanthropomorphic)
Rat|rat|While the recordings may be of actual squeaking rats, the noise is uncommon – they may do so only if distressed, hurt, or annoyed
Rat|rat|Normal vocalizations are very high-pitched, well outside the range of human hearing
Rat|rat|Rats are also often cast in vicious and aggressive roles when in fact, their shyness helps keep them undiscovered for so long in an infested home.
Rat|rat|The actual portrayals of rats vary from negative to positive with a majority in the negative and ambiguous
Rat|rat|The rat plays a villain in several mouse societies; from Brian Jacques's Redwall and Robin Jarvis's The Deptford Mice, to the roles of Disney's Professor Ratigan and Kate DiCamillo's Roscuro and Botticelli
Rat|rat|They have often been used as a mechanism in horror; being the titular evil in stories like The Rats or H.P
Rat|rat|Lovecraft's The Rats in the Walls and in films like Willard and Ben
Rat|rat|Another terrifying use of rats is as a method of torture, for instance in Room 101 in George Orwell's Nineteen Eighty-Four or The Pit and the Pendulum by Edgar Allan Poe.
Rat|rat|Selfish helpfulness —those willing to help for a price— has also been attributed to fictional rats
Rat|rat|Templeton, from E
Rat|rat|B
Rat|rat|White's Charlotte's Web, repeatedly reminds the other characters that he is only involved because it means more food for him, and the cellar-rat of John Masefield's The Midnight Folk requires bribery to be of any assistance.
Rat|rat|Some fictional works use rats as the main characters
Rat|rat|Notable examples include the society created by O'Brien's Mrs
Rat|rat|Frisby and the Rats of NIMH, and others include Doctor Rat, and Rizzo the Rat from The Muppets
Rat|rat|"Pixar's 2007 animated film Ratatouille is about a rat described by Roger Ebert as ""earnest.."
Rat|rat|"lovable, determined, [and] gifted"" who lives with a Parisian garbage-boy-turned-chef.Mon oncle d'Amérique (""My American Uncle""), a 1980 French film, illustrates Henri Laborit's theories on evolutionary psychology and human behaviors by using short sequences in the storyline showing lab rat experiments."
Rat|rat|In Harry Turtledove's science fiction novel Homeward Bound, humans unintentionally introduce rats to the ecology at the home world of an alien race which previously invaded Earth and introduced some of its own fauna into its environment
Rat|rat|A
Rat|rat|Bertram Chandler pitted the space-bound protagonist of a long series of novels, Commodore Grimes, against giant, intelligent rats who took over several stellar systems and enslaved their human inhabitants
Rat|rat|"""The Stainless Steel Rat"" is nickname of the (human) protagonist of a series of humorous science fiction novels written by Harry Harrison."
Rat|rat|Wererats, therianthropic creatures able to take the shape of a rat, have appeared in the fantasy or horror genre since the 1970s
Rat|rat|The term is a neologism coined in analogy to werewolf
Rat|rat|The concept has since become common in role playing games like Dungeons & Dragons and fantasy fiction like the Anita Blake series.
Rat|rat|"One of the oldest and most historic stories about rats is ""The Pied Piper of Hamelin"", in which a rat-catcher leads away an infestation with enchanted music"
Rat|rat|The piper is later refused payment, so he in turn leads away the town's children
Rat|rat|This tale, traced to Germany around the late 13th century, has inspired adaptations in film, theatre, literature, and even opera
Rat|rat|The subject of much research, some theories have intertwined the tale with events related to the Black Plague, in which black rats played an important role
Rat|rat|Fictional works based on the tale that focus heavily on the rat aspect include Pratchett's The Amazing Maurice and his Educated Rodents, and Belgian graphic novel Le Bal du Rat Mort (The Ball of the Dead Rat)
Rat|rat|"Furthermore, a linguistic phenomenon when a wh-expression drags with it an entire encompassing phrase to the front of the clause has been named pied-piping after ""Pied Piper of Hamlin"" (see also pied-piping with inversion)."
Rat|rat|"""Rat"""
Rat|rat|New International Encyclopedia
Rat|rat|1905.
Rat|rat|"""Rat"""
Rat|rat|Encyclopædia Britannica (11th ed.)
Rat|rat|1911.
Rat|rat|"""Rat"""
Rat|rat|Encyclopedia Americana
Rat|rat|1920.
List of fictional rodents|rat|This list of fictional rodents is subsidiary to the list of fictional animals and covers all rodents, including beavers, mice, chipmunks, gophers, guinea pigs, hamsters, marmots, prairie dogs, porcupines and squirrels, as well as extinct or prehistoric species
List of fictional rodents|rat|Rodents, particularly rats and mice, feature in literature, myth and legend
List of fictional rodents|rat|The North American Salish people have an epic tale in which the Beaver, rejected by Frog Woman, sings a rain-power song that results in a disastrous flood.Mickey Mouse, the cheerful, anthropomorphic cartoon character, was a tremendous success for The Walt Disney Company in 1928
List of fictional rodents|rat|Mice feature in some of Beatrix Potter's small books, including The Tale of Two Bad Mice (1904), The Tale of Mrs Tittlemouse (1910), The Tale of Johnny Town-Mouse (1918), and The Tailor of Gloucester (1903), which last was described by J
List of fictional rodents|rat|R
List of fictional rodents|rat|R
List of fictional rodents|rat|"Tolkien as perhaps the nearest to his idea of a fairy story, the rest being ""beast-fables"""
List of fictional rodents|rat|Among Aesop's Fables are The Frog and the Mouse and The Lion and the Mouse.
List of fictional rodents|rat|Dawson, Warren R
List of fictional rodents|rat|"""The Mouse in Fable and Folklore."" Folklore 36, no"
List of fictional rodents|rat|3 (1925)
List of fictional rodents|rat|227-48
List of fictional rodents|rat|www.jstor.org/stable/1256048.
Rat-baiting|rat|Rat-baiting is a blood sport that involves releasing captured rats in an enclosed space with spectators betting on how long a dog, usually a terrier, takes to kill the rats
Rat-baiting|rat|Often, two dogs competed, with the winner receiving a cash prize
Rat-baiting|rat|It is now illegal in most countries.
Rat-baiting|rat|In 1835, the Parliament of the United Kingdom implemented an act called the Cruelty to Animals Act 1835, which prohibited the baiting of some animals such as the bull, bear, and other large animals
Rat-baiting|rat|However, the law was not enforced for rat baiting and competitions came to the forefront as a gambling sport
Rat-baiting|rat|At one time, London had at least 70 rat pits.
Rat-baiting|rat|This was a rather dirty, small place, in the middle of the Cambridge Circus, London
Rat-baiting|rat|You went down a rotten wooden stair and entered a large, underground cellar, which was created by combining the cellars of two houses
Rat-baiting|rat|The cellar was full of smoke, stench of rats, dogs, and dirty human beings, as well
Rat-baiting|rat|The stale smell of flat beer was almost overpowering
Rat-baiting|rat|Gas lights illuminated the centre of the cellar, a ring enclosed by wood barriers similar to a small Roman circus arena, and wooden bleachers, arranged one over the other, rose stepwise above it nearly to the ceiling
Rat-baiting|rat|This was the pit for dog fights, cockfights, and rat killing
Rat-baiting|rat|A hundred rats were put in it; large wagers went back and forth on whose dog could kill the most rats within a minute
Rat-baiting|rat|The dogs worked in exemplary fashion, a grip, a toss, and it was all over for the rat
Rat-baiting|rat|With especially skilful dogs, two dead rats flew through the air at the same time ...
Rat-baiting|rat|The officials included a referee and timekeeper
Rat-baiting|rat|Pits were sometimes covered above with wire mesh or had additional security devices installed on the walls to prevent the rats from escaping
Rat-baiting|rat|Rules varied from match to match.
Rat-baiting|rat|In one variation, a weight handicap was set for each dog
Rat-baiting|rat|The competing dog had to kill as many rats as the number of pounds the dog weighed, within a specific, preset time
Rat-baiting|rat|The prescribed number of rats was released and the dog was put in the ring
Rat-baiting|rat|The clock started the moment the dog touched the ground
Rat-baiting|rat|When the dog seized the last rat, his owner grabbed it and the clock stopped.
Rat-baiting|rat|Rats that were thought still to be alive were laid out on the table in a circle before the referee
Rat-baiting|rat|The referee then struck the animals three times on the tail with a stick
Rat-baiting|rat|If a rat managed to crawl out of the circle, it was considered to be alive
Rat-baiting|rat|Depending on the particular rules for that match, the dog may be disqualified or have to go back in the ring with these rats and kill them
Rat-baiting|rat|The new time was added to the original time.
Rat-baiting|rat|A combination of the quickest time, the number of rats, and the dog's weight decided the victory
Rat-baiting|rat|A rate of five seconds per rat killed was considered quite satisfactory; 15 rats in a minute was an excellent result.
Rat-baiting|rat|Cornered rats will attack and can deliver a very painful bite
Rat-baiting|rat|Not uncommonly, a ratter was left with only one eye in its retirement.
Rat-baiting|rat|Before the contest could begin, the capture of potentially thousands of rats was required
Rat-baiting|rat|The rat catcher would be called upon to fulfill this requirement
Rat-baiting|rat|Jack Black, a rat catcher from Victorian England supplied live rats for baiting.
Rat-baiting|rat|Faster dogs were preferred
Rat-baiting|rat|They would bite once
Rat-baiting|rat|"The process was described as ""rather like a sheepdog keeping a flock bunched to be brought out singly for dipping,"" where the dog would herd the rats together, and kill any rats that left the pack with a quick bite."
Rat-baiting|rat|The ratting dogs were typically working terrier breeds, which included the bull and terrier, Bull Terrier, Bedlington Terrier, Fox Terrier, Jack Russell Terrier, Rat Terrier, Black and Tan Terrier, Manchester Terrier, Yorkshire Terrier,   and Staffordshire Bull Terrier
Rat-baiting|rat|The degree of care used in breeding these ratters is clear in their pedigrees, with good breeding leading to increased business opportunities
Rat-baiting|rat|Successful breeders were highly regarded in those times
Rat-baiting|rat|In modern times, the Plummer Terrier is considered a premiere breed for rat-catching.
Rat-baiting|rat|"A celebrated bull and terrier named ""Billy"" weighing about 12 kg (26 lb), had a proud fighting history and his pedigree reflects the build-up over a period of years"
Rat-baiting|rat|The dog was owned by Charles Dew and was bred by breeder James Yardington
Rat-baiting|rat|"On the paternal side is ""Old Billy"" from the kennel of John Tattersal from Wotton-under-Edge, Gloucestershire, and was descended from the best line of all Old English Bulldogs"
Rat-baiting|rat|"On the maternal side is ""Yardington's Sal"" descended from the Curley line"
Rat-baiting|rat|The pedigree of all these dogs can be traced back more than 40  years and numerous old accounts exist about them.The October 1822, edition of The Sporting Magazine provided descriptions of two rat pit matches with Billy, quoted as:
Rat-baiting|rat|Thursday night, Oct
Rat-baiting|rat|24, at a quarter before eight o'clock, the lovers of rat killing enjoyed a feast of delight in a prodigious raticide at the Cockpit, Westminster
Rat-baiting|rat|The place was crowded
Rat-baiting|rat|The famous dog Billy, of rat-killing notoriety, 26 lb
Rat-baiting|rat|weight, was wagered, for 20 sovereigns, to kill 100 rats in 12 minutes
Rat-baiting|rat|The rats were turned out loose at once in a 12-foot square, and the floor whitened, so that the rats might be visible to all
Rat-baiting|rat|The set-to began, and Billy exerted himself to the utmost
Rat-baiting|rat|At four minutes and three-quarters, as the hero's head was covered with gore, he was removed from the pit, and his chaps being washed, he lapped some water to cool his throat
Rat-baiting|rat|Again he entered the arena, and in vain did the unfortunate victims labour to obtain security by climbing against the sides of the pit, or by crouching beneath the hero
Rat-baiting|rat|By twos and threes, they were caught, and soon their mangled corpses proved the valour of the victor
Rat-baiting|rat|Some of the flying enemy, more valiant than the rest, endeavoured by seizing this Quinhus Flestrum of heroic dogs by the ears, to procure a respite, or to sell their life as dearly as possible; but his grand paw soon swept off the buzzers, and consigned them to their fate
Rat-baiting|rat|At seven minutes and a quarter, or according to another watch, for there were two umpires and two watches, at seven minutes and seventeen seconds, the victor relinquished the glorious pursuit, for all his foes lay slaughtered on the ensanguined plain
Rat-baiting|rat|Billy was then caressed and fondled by many; the dog is estimated by amateurs as a most dextrous animal; he is, unfortunately, what the French Monsieurs call borg-ne, that is, blind of an eye.-This precious organ was lost to him some time since by the intrepidity of an inimical rat, which as he had not seized it in a proper place, turned round on its murderer, and reprived him by one bite of the privilege of seeing with two eyes in future
Rat-baiting|rat|The dog BILLY, of rat-killing notoriety, on the evening of the 13th instant, again exhibited his surprising dexterity; he was wagered to kill one hundred rats within twelve minutes; but six minutes and 25 seconds only elapsed, when every rat lay stretched on the gory plain, without the least symptom of life appearing.' Billy was decorated with a silver collar, and a number of ribband bows, and was led off amidst the applauses of the persons assembled.
Rat-baiting|rat|Billy's career was crowned on 22 April 1823, when a world record was set with 100  rats killed in five and a half minutes
Rat-baiting|rat|"This record stood until 1862, when it was claimed by another ratter named ""Jacko"""
Rat-baiting|rat|Billy continued in the rat pit until old age, reportedly with only one eye and two teeth remaining.
Rat-baiting|rat|"According to the Sporting Chronicle Annual, the world record in rat killing is held by a black and tan bull and terrier named ""Jacko"", weighing about 13 lb and owned by Jemmy Shaw"
Rat-baiting|rat|Jacko had these contest results:
Rat-baiting|rat|"Jacko set two world records, the first on 29 July 1862, with a killing time of 2.7 seconds per rat and the second on 1 May 1862, with his fight against 100 rats, where Jacko worked two seconds faster than the previous world record holder ""Billy"""
